Issue,App Phone Number,Message From,Message URL,Header Color,Short Title,Call In Code Digits,Feedback Form URL
CityVoice,336-283-8548,CityVoice Maintainers,/assets/welcome.mp3,#6DC6AD,CityVoice,3,http://www.codeforgreensboro.org
